"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What cloud platforms does Databricks support?","Databricks supports major cloud platforms including Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP).","Microsoft Azure and Google Cloud.
","0.01140717871385223","0.45454545454545453","0.45454545454545453","0.6304976344108582","entailment","0.03467434272170067","0.05637125298380852","0.9089544415473938","0.1617","0.2399","0.2857"
"What is Canva's focus on user accessibility?","Canva focuses on making design accessible to users with varying levels of design experience.","Canva uses a drag-and-drop interface intended to simplify the design process.
","0.01888665593413212","0.22222222222222224","0.22222222222222224","0.7556211948394775","neutral","0.0010932314908131957","0.9978085160255432","0.001098273554816842","0.1095","0.4549","0.25"
"Who is the founder of SpaceX?","Elon Musk.","Elon Musk.
","0.316227766016838","1.0","1.0","1.0000001192092896","entailment","0.04210248216986656","0.07024487107992172","0.8876526951789856","0.9375","1.0","1.0"
"What did Addepar acquire in May 2017?","AltX, a machine learning platform for alternative investments.","AltX, a machine learning platform aimed at alternative investments.
","0.5133450480401704","0.823529411764706","0.823529411764706","0.9898613095283508","entailment","0.004892915487289429","0.010778369382023811","0.9843287467956543","0.8541","0.931","0.8235"
"How does Automation Anywhere help businesses automate processes?","Automation Anywhere provides tools for building and deploying software bots that automate repetitive tasks and workflows.","Automation Anywhere helps its customers automate their front-office business processes.
","0.02710790721250877","0.2222222222222222","0.2222222222222222","0.7093767523765564","neutral","0.0008326243259944022","0.9942706823348999","0.004896632861346006","0.1659","0.5247","0.24"
"Who are Trulioo's main customers?","Trulioo's customers include regulated entities like financial service providers, cryptocurrency exchanges, marketplaces, and age-restricted platforms such as online gambling.","Regulated entities such as financial service providers, wealth management, brokerages, family offices, remittance providers, payment service providers and banks (traditional and challenger), cryptocurrency exchanges and wallets, marketplaces and communities and age-restricted platforms and services such as gaming (online gambling).
","0.04744188024111084","0.5245901639344264","0.5245901639344264","0.8008520603179932","neutral","0.0025893861893564463","0.877403199672699","0.12000742554664612","0.4231","0.3468","0.449"
"What is Zipline's Platform 2, and how does it differ from Platform 1?","Platform 2 is designed for shorter-range deliveries directly to homes in cities and suburbs, using a tethered delivery system instead of parachute drops, and it features VTOL capabilities.","Platform 2 is suited for shorter range deliveries which transport the delivery by wire instead of dropping it from the sky. It is capable of a more precise delivery than its previous generation, can recharge autonomously, and is a VTOL meaning it takes off and lands like a helicopter but flies like an airplane.
","0.026773513307904413","0.4096385542168675","0.3132530120481928","0.8981828093528748","neutral","0.0006069334340281785","0.987525463104248","0.011867625638842583","0.2578","0.4239","0.3429"
"In what European countries does Solaris SE have branches?","Solaris SE has branches in London, Paris, Milan, Madrid, and Vilnius.","London, Paris, Milan, Madrid, and Vilnius.
","0.43459820850707825","0.7058823529411764","0.7058823529411764","0.7235782146453857","entailment","0.013251707889139652","0.03473762422800064","0.9520106911659241","0.5701","0.5013","0.7059"
"What are some popular applications that use Plaid?","Popular applications that use Plaid include Venmo, Robinhood, and Acorns.","Venmo and Chime.
","0.011018142789200103","0.30769230769230765","0.30769230769230765","0.4617515802383423","contradiction","0.8460842370986938","0.11249000579118729","0.041425809264183044","0.0538","0.092","0.1538"
"What is Xiaohongshu?","Xiaohongshu (Little Red Book) is a social e-commerce platform based in China that combines social media and online shopping.","A Chinese social networking and e-commerce platform.
","0.007828988696754743","0.4285714285714285","0.35714285714285715","0.7518125772476196","entailment","0.0009154878207482398","0.02011549472808838","0.9789689779281616","0.1124","0.3272","0.32"
"What is Octopus Energy's role in the energy market?","Octopus Energy is a disruptive player in the energy market, providing renewable energy and innovative customer-focused solutions.","Octopus Energy is a renewable energy group and supplier of gas and electricity.
","0.17570681826216974","0.45161290322580644","0.45161290322580644","0.8264986872673035","neutral","0.0005451049073599279","0.9959406852722168","0.0035142970737069845","0.3448","0.5824","0.4615"
"What types of products does Animoca Brands develop?","Animoca Brands develops blockchain games, NFTs, and digital entertainment products.","Video games, venture capital, blockchain.
","0.01976560930094397","0.26666666666666666","0.13333333333333333","0.6391092538833618","neutral","0.1477251648902893","0.4710668623447418","0.3812079429626465","0.0526","0.1845","0.1333"
"What is Postman's role in the API development ecosystem?","Postman is a widely used tool in the API development ecosystem, simplifying API testing and collaboration.","Postman offers an API platform for developers to design, build, test, and collaborate on APIs.
","0.016273889955107996","0.45161290322580644","0.38709677419354843","0.8690145611763","entailment","0.0046840752474963665","0.49528968334198","0.500026285648346","0.1258","0.5676","0.2"
"What is Snyk's role in the DevSecOps movement?","Snyk is a key player in the DevSecOps movement, providing tools that enable security to be integrated into the development lifecycle.","Snyk applies AI to DevSecOps.
","0.0026044729145857063","0.23076923076923073","0.15384615384615385","0.733910858631134","neutral","0.01578790321946144","0.980693519115448","0.003518609330058098","0.0515","0.4613","0.16"
"What impact has Zipline had on blood delivery times in Rwanda?","Studies show Zipline's service shortened blood product delivery times by 61% and reduced blood unit expirations by 67%.","Zipline's drone delivery service in Rwanda shortened blood product delivery times by 61 percent.
","0.2825301771997749","0.5882352941176471","0.5882352941176471","0.820515513420105","neutral","0.0010234711226075888","0.9977818131446838","0.0011946308659389615","0.3587","0.5418","0.5517"
"What sports are covered by Dream11?","Dream11 covers cricket, football, kabaddi, basketball, hockey, volleyball, handball, baseball, and rugby.","Fantasy cricket, football, basketball, kabaddi, hockey, volleyball, handball and baseball.
","0.05943817665919135","0.8181818181818182","0.6363636363636365","0.8105752468109131","entailment","0.06794613599777222","0.0916396751999855","0.8404142260551453","0.4851","0.735","0.6364"
"What is iCapital's role in the alternative investment market?","iCapital is a key player in the alternative investment market, providing technology and infrastructure to facilitate access to private market opportunities.","iCapital provides platforms that make alternative investments more accessible to investors. They invest in private funds and assemble the fund allocation into vehicles that can be accessed more broadly by investors.
","0.009812163258584559","0.3846153846153846","0.23076923076923075","0.8623587489128113","neutral","0.000710116873960942","0.9908875226974487","0.00840231403708458","0.2273","0.4068","0.2917"
"What is Nature's Fynd's approach to consumer education?","Nature's Fynd aims to educate consumers about the benefits of Fy and its products.","I don't know.
","0.0","0.0","0.0","0.2818506956100464","contradiction","0.7975685000419617","0.12147335708141327","0.0809580385684967","0.0","-0.0139","0.0"
"Where is Getir headquartered?","Getir is headquartered in Istanbul, Turkey.","Istanbul, Turkey.
","0.04279677428117006","0.5","0.5","0.7121123671531677","entailment","0.008348076604306698","0.0397324413061142","0.9519194960594177","0.3348","0.2572","0.5"
"What are some of the non-medical delivery services Zipline is expanding into?","E-commerce deliveries with Walmart and food deliveries with Sweetgreen.","Walmart which started in 2021, and with Sweetgreen which was announced in 2023.
","0.020448007360218394","0.34782608695652173","0.34782608695652173","0.7641834020614624","neutral","0.0056933071464300156","0.9931117296218872","0.0011950498446822166","0.1596","0.2024","0.3333"
"What type of software platform does Addepar provide?","A cloud-based wealth management software platform for RIAs (registered investment advisors).","Cloud based American wealth management software platform.
","0.09232083327419663","0.631578947368421","0.631578947368421","0.7784603238105774","neutral","0.09854182600975037","0.7924569845199585","0.10900118947029114","0.2778","0.4375","0.3333"
"How did PAX Labs transition from Ploom to focusing on the Pax vaporizers?","After Japan Tobacco International invested in Ploom, the company developed the Pax, which became popular among cannabis users. Due to this association, JTI and Ploom parted ways, with Ploom rebranding as PAX Labs and focusing on the Pax product line.","Ploom used money from Japan Tobacco International to create the Pax vaporizer. As Pax became associated with cannabis, JTI asked to part ways with Ploom. Ploom retained their rights to the Pax product and changed their name to Pax Labs.
","0.047536480671421764","0.575","0.375","0.9257709383964539","neutral","0.005388995632529259","0.762559175491333","0.23205183446407318","0.279","0.5253","0.4"
"What is Voodoo's revenue in 2023 and what types of games contributed the most?","In 2023, Voodoo reported $570 million in revenue. Hybrid casual games, Mob Control and Block Jam, grossed nearly $100 million each.","$570 million, mostly from in-app purchases. Hypercasual games accounted for only 25% of this revenue. Hybrid casual games, Mob Control and Block Jam grossed nearly $100 million each.
","0.37484914926654","0.68","0.68","0.7635858654975891","neutral","0.0009519074810668826","0.9978384375572205","0.0012096947757527232","0.6847","0.6133","0.5957"
